inc,lunar_probe.Luna.Altitude,lunar_probe.ElapsedDays
1e-05,145.2655734513708,0.04091624765351298
1e-05,50.3185837338815,0.08186440451754606
1e-05,145.2155931052196,0.1227803252149897
1e-05,50.37031353161115,0.1637286446857615
1e-05,145.1634179991067,0.2046443029939837
1e-05,50.42423627645508,0.245592738778214
1e-05,145.1090493910442,0.2865081947529688
1e-05,50.48034982636568,0.3274567122207372
1e-05,145.0524877410849,0.3683720151202579
1e-05,50.53865311805566,0.4093205957651662
1e-05,144.99373272702,0.4502357785495406
1e-05,50.59914623009286,0.4911844236667093
1e-05,144.9327832677445,0.5320995006295561
1e-05,50.66183040020724,0.5730482311009837
1e-05,144.8696375474542,0.6139631967926107
1e-05,50.72670798869217,0.6549120519448479
1e-05,144.8042930477243,0.6958268829148437
1e-05,50.79378240285405,0.736775917437626
1e-05,144.7367465791742,0.7776905750652077
1e-05,50.86305798152944,0.818639855740912
1e-05,144.6669943194745,0.8595542893199308
1e-05,50.93453988674059,0.9005038909017458
1e-05,144.5950318568835,0.9414180418716569
1e-05,51.00823398467423,0.9823680443696503
1e-05,144.5208542337714,1.023281849084015
1e-05,51.08414675400036,1.064232335964334
1e-05,144.4444559971455,1.105145726949559
1e-05,51.16228520062509,1.146096784334077
1e-05,144.3658312486366,1.187009691446292
1e-05,51.24265678720189,1.227961407468683
1e-05,144.2849736994633,1.268873758497648
1e-05,51.3252693623499,1.309826222877746
1e-05,144.2018767261943,1.350737943706918
1e-05,51.41013109325354,1.391691246892151
1e-05,144.1165334284979,1.432602262400906
1e-05,51.49725038022598,1.47355649504243
1e-05,144.0289366887669,1.514466729880951
1e-05,51.5866357595653,1.555421979581297
1e-05,143.9390792333234,1.596331360651675
1e-05,51.67829580212697,1.637287710585952
1e-05,143.8469536921687,1.678196169475996
1e-05,51.77223899129967,1.719153695161367
1e-05,143.7525526622278,1.760061170432891
1e-05,51.86847360421439,1.801019937091041
1e-05,143.6558687685101,1.841926377481286
1e-05,51.9670076117095,1.882886437582783
1e-05,143.5568947257782,1.92379180412172
1e-05,52.06784856719901,1.964753195679805
1e-05,143.4556233983976,2.005657463738316
1e-05,52.17100353334104,2.046620208893728
1e-05,143.352047859855,2.087523369304108
1e-05,52.27647900781699,2.128487474383292
1e-05,143.2461614512213,2.169389533584763
1e-05,52.3842808860345,2.210354989532789
1e-05,143.1379578374997,2.251255969182239
1e-05,52.49441443024557,2.292222753356327
1e-05,143.0274310625366,2.333122688465664
1e-05,52.60688426365414,2.37409076642507
1e-05,142.9145756014484,2.414989703720494
1e-05,52.72169438279775,2.455959033050021
1e-05,142.7993864110656,2.496857027010265
1e-05,52.83884816865475,2.537827559957805
1e-05,142.6818589794248,2.578724670282099
1e-05,52.95834842226714,2.619696358669898
1e-05,142.5619893744781,2.660592645366705
1e-05,53.08019738344342,2.701565443097934
1e-05,142.4397742879912,2.74246096400384
1e-05,53.20439674728914,2.783434830813349
1e-05,142.3152110797369,2.824329637740448
1e-05,53.33094766452291,2.865304540540819
1e-05,142.1882978202639,2.906198677988868
1e-05,53.45985072234339,2.947174592452939
1e-05,142.0590333302821,2.988068095917697
1e-05,53.59110589806619,3.029045005503576
1e-05,141.9274172185931,3.069937902615493
1e-05,53.72471249740352,3.110915797387861
1e-05,141.7934499189726,3.151808108967089
1e-05,53.86066908624957,3.192786982661346
1e-05,141.6571327240085,3.233678725682694
1e-05,53.99897339450399,3.274658573405759
1e-05,141.5184678157259,3.315549763225135
1e-05,54.13962225008709,3.356530579028913
1e-05,141.3774582961903,3.397421231977205
1e-05,54.28261150892172,3.438403006908629
1e-05,141.2341082114674,3.479293142285314
1e-05,54.42793601215749,3.520275863684219
1e-05,141.088422576327,3.561165504230303
1e-05,54.57558956788375,3.60214915634424
1e-05,140.9404073953069,3.64303832778387
1e-05,54.72556495141043,3.684022894049122
1e-05,140.790069680367,3.724911623088701
1e-05,54.87785393100694,3.765897088036581
1e-05,140.6374174663981,3.806785399920045
1e-05,55.03244729676885,3.847771752745757
1e-05,140.4824598272021,3.888659668195032
1e-05,55.18933489248161,3.929646905231493
1e-05,140.3252068845213,3.970534437572496
1e-05,55.34850564147837,4.011522564636834
1e-05,140.1656698174841,4.052409717896808
1e-05,55.50994754902786,4.093398750912456
1e-05,140.0038608689044,4.134285518717661
1e-05,55.67364769276946,4.175275483266887
1e-05,139.8397933512347,4.216161849719356
1e-05,55.83959219147187,4.257152778842283
1e-05,139.6734816482374,4.298038720386103
1e-05,56.00776615521454,4.33903065163031
1e-05,139.5049412163366,4.379916140245768
1e-05,56.17815362639772,4.420909112162917
1e-05,139.3341885826189,4.461794118844409
1e-05,56.35073751983828,4.502788165627862
1e-05,139.1612413421519,4.543672665578924
1e-05,56.52549957385168,4.584667813498527
1e-05,138.9861181508954,4.625551790075406
1e-05,56.70242030608119,4.666548054701707
1e-05,138.8088387190635,4.707431501832616
1e-05,56.88147899130445,4.748428885333851
1e-05,138.6294238023672,4.789311810582149
1e-05,57.06265366606408,4.830310300098063
1e-05,138.4478951898957,4.871192726081063
1e-05,57.24592114243842,4.912192294574197
1e-05,138.2642756917621,4.95307425829742
1e-05,57.43125704864565,4.994074865469884
1e-05,138.0785891243604,5.034956417417561
1e-05,57.61863587993412,5.07595801174466
1e-05,137.8908602953602,5.116839213809726
1e-05,57.80803105976702,5.157841735839611
1e-05,137.7011149863799,5.198722658144106
1e-05,57.99941500425484,5.239726042884286
1e-05,137.5093799358463,5.28060676140376
1e-05,58.19275919469669,5.32161094156254
1e-05,137.3156828185804,5.362491534811852
1e-05,58.38803420972113,5.403496444403572
1e-05,137.120052227767,5.444376990046294
1e-05,58.5852098229343,5.485382566079352
1e-05,136.9225176552159,5.526263139116054
1e-05,58.78425501631909,5.56726932456877
1e-05,136.7231094686231,5.608149994452106
1e-05,58.98513802601383,5.649156738341844
1e-05,136.521858894132,5.690037568911066
1e-05,59.18782636674382,5.731044827723963
1e-05,136.3187979936397,5.771925875818852
1e-05,59.39228685234798,5.812933613433415
1e-05,136.1139596532807,5.853814929032524
1e-05,59.59848560811929,5.894823116701446
1e-05,135.9073775290356,5.935704742751113
1e-05,59.80638807942182,5.976713358490088
1e-05,135.6990860774984,6.017595331795746
1e-05,60.01595903954671,6.058604359717719
1e-05,135.4891205030226,6.0994867114714
1e-05,60.22716259549156,6.14049614113901
1e-05,135.2775167466473,6.181378897657851
1e-05,60.4399621924108,6.222388723253971
1e-05,135.0643114690329,6.263271906795126
1e-05,60.65432062055879,6.304282126533508
1e-05,134.8495420331424,6.345165755825292
1e-05,60.87020002201803,6.386176371554029
1e-05,134.6332464873726,6.427060462356167
1e-05,61.08756189768701,6.468071479001082
1e-05,134.4154635516718,6.508956044363003
1e-05,61.30636711515467,6.54996746978577
1e-05,134.1962326031924,6.590852520741464
1e-05,61.52657591629281,6.631864365172078
1e-05,133.9755936635313,6.672749910907442
1e-05,61.7481479208559,6.713762186773238
1e-05,133.7535873885013,6.754648234658816
1e-05,61.97104213798048,6.795660956599022
1e-05,133.5302550579545,6.836547512855759
1e-05,62.19521696517882,6.87756069709576
1e-05,133.3056385679974,6.9184477667186
1e-05,62.42063019478519,6.959461430968076
1e-05,133.0797804247159,7.000349018275301
1e-05,62.6472390149288,7.041363181688212
1e-05,132.8527237395417,7.082251290219574
1e-05,62.87500000995851,7.123265973030357
1e-05,132.6245122264161,7.164154605899967
1e-05,63.10386915861955,7.205169828906946
1e-05,132.3951902011061,7.246058989545418
1e-05,63.33380183312011,7.287074774019857
1e-05,132.1648025820116,7.327964466021513
1e-05,63.56475279415076,7.368980833605747
1e-05,131.9333948937924,7.40987106101602
1e-05,63.79667618496978,7.45088803411636
1e-05,131.7010132719513,7.491778801006149
1e-05,64.02952552627153,7.532796401148516
1e-05,131.4677044715588,7.573687713269464
1e-05,64.26325370405834,7.614705963038432
1e-05,131.2335158756819,7.655597825931181
1e-05,64.49781296119386,7.696616747569351
1e-05,130.9984955079435,7.737509167985991
1e-05,64.73315488488197,7.778528783775982
1e-05,130.7626920474713,7.819421769268956
1e-05,64.96923039028161,7.860442101769877
1e-05,130.526154845086,7.901335660528275
1e-05,65.20598970335209,7.942356732681219
1e-05,130.2889339433434,7.983250873385259
1e-05,65.44338234174506,8.024272708818899
1e-05,130.0510800978129,8.065167440465302
1e-05,65.68135709083117,8.106190063197573
1e-05,129.8126448018832,8.147085395274189
1e-05,65.91986197911524,8.18810883027254
1e-05,129.5736803143855,8.229004772299959
1e-05,66.15884424999604,8.270029045550473
1e-05,129.3342396883456,8.310925607016543
1e-05,66.39825032972408,8.351950745593058
1e-05,129.0943768040192,8.392847935861937
1e-05,66.63802579399544,8.433873967951513
1e-05,128.8541464042635,8.474771796325513
1e-05,66.87811533070771,8.515798751563125
1e-05,128.6136041311497,8.556697226878896
1e-05,67.1184626996619,8.597725136172812
1e-05,128.3728065677958,8.638624267063278
1e-05,67.35901069000306,8.679653162729664
1e-05,128.131811280459,8.72055295737664
1e-05,67.59970107494587,8.761582873154111
1e-05,127.8906768644827,8.802483339561149
1e-05,67.84047456395842,8.843514310465252
1e-05,127.649462992978,8.884415456162969
1e-05,68.08127075157972,8.925447518435249
1e-05,127.4082304677688,8.966349350994278
1e-05,68.32202806323039,9.007382542142295
1e-05,127.1670412725082,9.048285068827681
1e-05,68.56268370120256,9.089319427330338
1e-05,126.9259586284634,9.130222655661782
1e-05,68.80317358604043,9.17125822082744
1e-05,126.6850470531831,9.212162158375577
1e-05,69.04343229802157,9.253198970280209
1e-05,126.4443724215294,9.29410362508861
1e-05,69.28339301332403,9.335141724248388
1e-05,126.2040020277091,9.37604710490632
1e-05,69.52298744154359,9.417086532266694
1e-05,125.9640046509646,9.45799264804009
1e-05,69.7621457608102,9.499033444579254
1e-05,125.7244506220416,9.539940305749042
1e-05,70.00079654978435,9.580982512230548
1e-05,125.4854118926289,9.621890130292741
1e-05,70.23886672126673,9.662933787392831
1e-05,125.2469621053767,9.703842175003956
1e-05,70.4762814510691,9.744887322925933
1e-05,125.0091766660478,9.785796494215901
1e-05,70.71296411047092,9.826843172540976
1e-05,124.7721328162654,9.867753143105801
1e-05,70.94883619058328,9.908801390884037
1e-05,124.5359097074017,9.949712177884066
1e-05,71.18381723381731,9.99076203345976
1e-05,124.3005884761233,10.03167365559057
1e-05,71.41782476067738,10.07272515668228
1e-05,124.0662523184135,10.11363763410554
1e-05,71.65077419712134,10.15469081773699
1e-05,123.8329865649869,10.19560417197499
1e-05,71.88257880014658,10.23665907455506
1e-05,123.6008787559886,10.27757332839246
1e-05,72.11314958855974,10.31862998612996
1e-05,123.3700187151167,10.35954516312268
1e-05,72.3423952704004,10.40060361136784
1e-05,123.1404986195726,10.44151973655244
1e-05,72.57022217677172,10.48258001021532
1e-05,122.912413071379,10.52349710908311
1e-05,72.79653419744295,10.56455924223337
1e-05,122.6858591637829,10.60547734140346
1e-05,73.02123271981145,10.64654136638637
1e-05,122.4609365435074,10.6874604940167
1e-05,73.24421657672724,10.72852644102022
1e-05,122.2377474693699,10.76944662714595
1e-05,73.4653820010069,10.81051452335305
1e-05,122.0163968629995,10.85143580034128
1e-05,73.6846225929728,10.89250566874398
1e-05,121.7969923568037,10.93342807240697
1e-05,73.90182929358775,10.97449992992915
1e-05,121.5796443268077,11.01542350095042
1e-05,74.11689037561132,11.05649735712359
1e-05,121.3644659214767,11.09742214199287
1e-05,74.32969144999561,11.13849799685704
1e-05,121.1515730771878,11.17942404967835
1e-05,74.54011548763219,11.2205018912282
1e-05,120.9410845213868,11.26142927605179
1e-05,74.74804286939184,11.302509076555
1e-05,120.7331217650581,11.34343787073522
1e-05,74.95335146450202,11.38451958201404
1e-05,120.5278090772422,11.4254498805567
1e-05,75.15591674361963,11.46653342777427
1e-05,120.3252734513076,11.50746534987411
1e-05,75.35561193080935,11.54855062433489
1e-05,120.1256445537515,11.58948432022589
1e-05,75.55230818400901,11.63057117218341
1e-05,119.9290546626121,11.67150682966894
1e-05,75.74587477954151,11.71259506596471
1e-05,119.7356385869045,11.75353291460124
1e-05,75.93617926517823,11.79462229975252
1e-05,119.545533579485,11.83556260790647
1e-05,76.1230875244903,11.87665287741402
1e-05,119.3588792283072,11.91759593990719
1e-05,76.30646372326032,11.95868682219225
1e-05,119.1758173362336,11.99963293730616
1e-05,76.48617012003388,12.04072418222495
1e-05,118.9964917762002,12.08167362378299
1e-05,76.66206679789229,12.12276503397152
1e-05,118.8210483263401,12.16371801884088
1e-05,76.83401143612105,12.20480946805037
1e-05,118.6496344715633,12.24576613596946
1e-05,77.00185926851327,12.2868575711509
1e-05,118.4823991683306,12.32781798196811
1e-05,77.16546337346313,12.36890940253579
1e-05,118.3194925636424,12.40987355507241
1e-05,77.32467533292788,12.4509649725951
1e-05,118.1610656592334,12.49193284349894
1e-05,77.47934614302903,12.53302424014691
1e-05,118.0072699697726,12.57399582481594
1e-05,77.62932713135842,12.61508712791692
1e-05,117.8582570767428,12.65606246659445
1e-05,77.77447065648494,12.69715354686923
1e-05,117.7141782529989,12.73813272851839
1e-05,77.91463038605571,12.77922341755038
1e-05,117.5751840469391,12.82020656263921
1e-05,78.04966147584764,12.86129667085697
1e-05,117.4414238610304,12.90228391356504
1e-05,78.1794208452302,12.94337323108994
1e-05,117.3130454802199,12.98436471517562
1e-05,78.30376778751224,13.02545299697522
1e-05,117.1901945217157,13.06644888641313
1e-05,78.42256480085825,13.10753584002305
1e-05,117.0730138165113,13.14853633106031
1e-05,78.53567827244228,13.1896216284913
1e-05,116.9616427879157,13.23062694033797
1e-05,78.64297862749572,13.27171026088399
1e-05,116.8562169081727,13.31272060057745
1e-05,78.74433984161692,13.35380169930067
1e-05,116.7568672880616,13.39481719999094
1e-05,78.83963856280161,13.43589597171376
1e-05,116.6637203530079,13.47691662987927
1e-05,78.92875326422495,13.51799315468816
1e-05,116.5768974851655,13.55901877930955
1e-05,79.01156391472045,13.60009333211201
1e-05,116.4965145350593,13.64112352625671
1e-05,79.08795248480578,13.68219654809945
1e-05,116.4226811567519,13.72323072757717
1e-05,79.15780427471327,13.76430277322288
1e-05,116.3554999914461,13.80534021522544
1e-05,79.22100970895985,13.8464118972297
1e-05,116.2950657705312,13.88745179267426
1e-05,79.27746616109152,13.92852373458663
1e-05,116.2414643919219,13.96956523387053
1e-05,79.32707991650773,14.01063800590782
1e-05,116.1947720653015,14.0516802921411
1e-05,79.36976879366512,14.09275429885747
1e-05,116.1550546810076,14.13379671474831
1e-05,79.40546516585209,14.17487208494276
1e-05,116.1223676298771,14.21591426608575
1e-05,79.43411754156887,14.25699084936059
1e-05,116.0967562073663,14.29803275751328
1e-05,79.45568892307188,14.33911025384077
1e-05,116.0782565006537,14.3801520602683
1e-05,79.47015296876339,14.42123016479309
1e-05,116.0668963484452,14.46227209018252
1e-05,79.47749129806516,14.50335051668662
1e-05,116.0626958195223,14.54439277341589
1e-05,79.47769372768516,14.58547118138813
1e-05,116.065666882045,14.6265140034011
1e-05,79.4707594444958,14.66759201007517
1e-05,116.0758123859437,14.70863561693841
1e-05,79.45669600408837,14.74971296923468
1e-05,116.0931248500628,14.79075739664768
1e-05,79.43551657713715,14.83183414753148
1e-05,116.1175855431695,14.87287909221777
1e-05,79.40723924088957,14.91395556087446
1e-05,116.1491640969475,14.95500044344226
1e-05,79.37189049878884,14.99607697248211
1e-05,116.1878185986611,15.03712119908232
1e-05,79.32951017935534,15.07819795016621
1e-05,116.2334960178423,15.11924112632187
1e-05,79.28015274023869,15.1603181217688
1e-05,116.2861327585827,15.20136000936691
1e-05,79.22388386084413,15.24243734302945
1e-05,116.3456551102408,15.28347763726197
1e-05,79.1607760458046,15.32455563228723
1e-05,116.4119794254798,15.36559378761376
1e-05,79.09090687779644,15.40667300975838
1e-05,116.4850120730014,15.44770821859129
1e-05,79.01435982856447,15.48878941663497
1e-05,116.5646494484151,15.5298206782536
1e-05,78.93122551185229,15.57090473179414
1e-05,116.6507783633631,15.61193092776011
1e-05,78.84160260475801,15.65301876438025
1e-05,116.7432769202012,15.69403876266369
1e-05,78.74559951117658,15.73513117702532
1e-05,116.8420156954046,15.77614402161271
1e-05,78.64333739065,15.81724141812447
1e-05,116.9468588932798,15.85824657672492
1e-05,78.5349531352324,15.89934878043641
1e-05,117.0576652178243,15.94034631780232
1e-05,78.42060012859611,15.98145254768315
1e-05,117.1742884243574,16.02244313673509
1e-05,78.30044606153729,16.06355214091673
1e-05,117.2965777001143,16.10453692394003
1e-05,78.17466890441779,16.14564718254042
1e-05,117.4243780616252,16.18662757358834
1e-05,78.04345253045062,16.22773750306442
1e-05,117.5575308685084,16.26871499051049
1e-05,77.90698288526232,16.30982310272157
1e-05,117.6958744243666,16.35079909372871
1e-05,77.76544502849424,16.39190411770687
1e-05,117.8392445750787,16.43287981529284
1e-05,77.61902115647536,16.47398075804449
1e-05,117.9874752483577,16.51495709731898
1e-05,77.46788960977301,16.55605326535078
1e-05,118.1403989245921,16.59703088966489
1e-05,77.31222469038562,16.63812187038275
1e-05,118.2978470730477,16.67910115003906
1e-05,77.15219696397776,16.72018677652159
1e-05,118.4596505894688,16.76116784523401
1e-05,76.98797369158456,16.80224815820839
1e-05,118.6256402313741,16.84323095247964
1e-05,76.81971917395254,16.88430617075574
1e-05,118.7956470504726,16.92529045986157
1e-05,76.6475949470796,16.9663609571362
1e-05,118.9695028000858,17.00734636634661
1e-05,76.47175988791196,17.04841265149662
1e-05,119.1470403112232,17.0893986813935
1e-05,76.29237035015171,17.13046137314086
1e-05,119.3280938384985,17.17144742402525
1e-05,76.10958040068203,17.21250721716933
1e-05,119.5124993631227,17.25349262246527
1e-05,75.92354217452817,17.29455024562412
1e-05,119.7000948556019,17.33553431219843
1e-05,75.73440629785591,17.37659048198475
1e-05,119.890720494157,17.41757253488686
1e-05,75.54232228753926,17.45862791207037
1e-05,120.0842188368206,17.49960733556509
1e-05,75.34743885382295,17.54066249119569
1e-05,120.2804349512589,17.58163876206891
1e-05,75.14990403697948,17.62269415433911
1e-05,120.4792165093215,17.66366686275796
1e-05,74.94986516883182,17.70472282850824
1e-05,120.6804138577129,17.74569168584276
1e-05,74.74746868326292,17.78674844324632
1e-05,120.8838800704621,17.82771327898809
1e-05,74.54285981222552,17.86877093941075
1e-05,121.0894709886172,17.90973168881101
1e-05,74.33618224055363,17.95079027286192
1e-05,121.2970452522668,17.99174696102637
1e-05,74.12757775311707,18.03280641650417
1e-05,121.5064643295077,18.07375914143267
1e-05,73.91718591242739,18.11481936009659
1e-05,121.7175925397848,18.15576827358746
1e-05,73.70514377629547,18.19682910903794
1e-05,121.9302970759154,18.23777440242702
1e-05,73.49158567254631,18.27883568251127
1e-05,122.1444480218352,18.3197775714325
1e-05,73.27664301701816,18.36083911049354
1e-05,122.3599183667086,18.40177782524916
1e-05,73.06044418123292,18.44283943336268
1e-05,122.5765840151253,18.48377520761278
1e-05,72.84311439791645,18.52483669933281
1e-05,122.7943237938437,18.56576976299039
1e-05,72.62477570421152,18.60683096291541
1e-05,123.013019455323,18.64776153613275
1e-05,72.40554691053899,18.68882228140501
1e-05,123.2325556742976,18.72975057202348
1e-05,72.18554359984137,18.77081071574139
1e-05,123.4528200428558,18.81173691596632
1e-05,71.9648781470346,18.85279632766105
1e-05,123.6737030582717,18.89372061344329
1e-05,71.74365974789112,18.93477917958444
1e-05,123.8950981103026,18.97570171017651
1e-05,71.52199446416512,19.01675933249135
1e-05,124.1169014608256,19.0576802518226
1e-05,71.29998527226508,19.09873684705963
1e-05,124.3390122223175,19.13965628375809
1e-05,71.07773211240033,19.18071178148239
1e-05,124.5613323315094,19.22162985142131
1e-05,70.85533195043195,19.26268419238113
1e-05,124.7837665225447,19.30360099982136
1e-05,70.63287882774171,19.34465413455109
1e-05,125.0062222960448,19.38556977351982
1e-05,70.41046391512305,19.42662166106311
1e-05,125.2286098868706,19.46753621659082
1e-05,70.18817556456838,19.50858682253602
1e-05,125.4508422308504,19.54950037236631
